mmsi,fpi_proxy_legacy,ecp_proxy_legacy,fpi_proxy_scientific,ecp_proxy_scientific,environment_score,temperature_score,salinity_score,productivity_score,hydrodynamic_score,behavior_score,fpi_delta,ecp_delta
373314000,0.6946492271105826,0.6946492271105826,0.1691,0.2018,0.6354,0.9118,0.9178,0.1221,0.377,0.1899,-0.5255492271105826,-0.49284922711058265
373319000,0.6626478873239436,0.6626478873239436,0.2558,0.3093,0.696,0.9185,0.9162,0.1254,0.7598,0.2815,-0.4068478873239436,-0.3533478873239436
373459000,0.4,0.4,0.0205,0.0241,0.7081,0.9128,0.9217,0.1164,0.8639,0.0225,-0.3795,-0.3759
373579000,0.6445414847161572,0.6445414847161572,0.111,0.1318,0.6906,0.9123,0.9216,0.1183,0.7451,0.1223,-0.5335414847161573,-0.5127414847161572
373582000,0.6433585073300755,0.6433585073300755,0.399,0.4851,0.7142,0.9126,0.919,0.1081,0.9221,0.4364,-0.24435850733007547,-0.15825850733007552
373595000,0.6570621468926554,0.6570621468926554,0.1521,0.1814,0.7271,0.9175,0.9161,0.1074,1.0,0.1657,-0.5049621468926554,-0.4756621468926554
374286000,0.675451647183847,0.675451647183847,0.1634,0.1948,0.6579,0.9116,0.9245,0.1096,0.5396,0.1821,-0.512051647183847,-0.480651647183847
403636001,0.8328677074774035,0.8328677074774035,0.3223,0.3896,0.5987,0.9104,0.919,0.1139,0.1481,0.3664,-0.5105677074774035,-0.44326770747740346
405000291,0.7098214285714286,0.7098214285714286,0.1425,0.1697,0.6158,0.9117,0.9198,0.1229,0.2427,0.1611,-0.5673214285714286,-0.5401214285714286
405000292,0.6,0.6,0.0,0.0,0.588,0.9105,0.9179,0.1054,0.0924,0.0,-0.6,-0.6
405000308,0.7846547314578005,0.7846547314578005,0.2928,0.353,0.6113,0.9109,0.9232,0.1215,0.2129,0.3315,-0.4918547314578005,-0.43165473145780053
405000309,0.7219330855018588,0.7219330855018588,0.153,0.1826,0.6055,0.9114,0.9174,0.1228,0.1785,0.1736,-0.5689330855018587,-0.5393330855018588
412379690,0.4,0.4,0.0137,0.0161,0.7079,0.9116,0.9215,0.1092,0.8776,0.015,-0.38630000000000003,-0.3839
412379710,0.4,0.4,0.0138,0.0162,0.7277,0.9159,0.9183,0.1107,1.0,0.015,-0.38620000000000004,-0.38380000000000003
413219850,0.4,0.4,0.0069,0.0081,0.7296,0.9157,0.9197,0.1174,1.0,0.0075,-0.3931,-0.3919
413220120,0.4,0.4,0.0137,0.0161,0.7208,0.9116,0.9247,0.1122,0.9548,0.015,-0.38630000000000003,-0.3839
413379170,0.0,0.0,0.0,0.0,0.7346,0.9243,0.9117,0.1301,1.0,0.0,0.0,0.0
413380750,0.4,0.4,0.0138,0.0162,0.7272,0.9153,0.9192,0.1091,1.0,0.015,-0.38620000000000004,-0.38380000000000003
413380760,0.7319905213270143,0.7319905213270143,0.1788,0.2133,0.6789,0.9108,0.9249,0.1109,0.6792,0.1978,-0.5531905213270143,-0.5186905213270143
413381180,0.7699556987515103,0.7699556987515103,0.4888,0.6066,0.6686,0.9233,0.9165,0.1342,0.5493,0.5428,-0.28115569875151025,-0.16335569875151024
413381250,0.4,0.4,0.0069,0.0081,0.7282,0.9122,0.9223,0.1153,1.0,0.0075,-0.3931,-0.3919
413381280,0.7914634146341464,0.7914634146341464,0.1296,0.1542,0.6255,0.9117,0.9243,0.1201,0.3065,0.146,-0.6618634146341464,-0.6372634146341464
413381290,0.6090909090909091,0.6090909090909091,0.036,0.0425,0.678,0.9152,0.9133,0.1275,0.6493,0.0398,-0.5730909090909091,-0.5665909090909091
413381440,0.7559675550405562,0.7559675550405562,0.2002,0.2393,0.6337,0.9116,0.9186,0.1112,0.3833,0.2249,-0.5557675550405563,-0.5166675550405562
413471950,0.4,0.4,0.0069,0.0081,0.73,0.916,0.9178,0.1202,1.0,0.0075,-0.3931,-0.3919
413491830,0.4,0.4,0.0069,0.0081,0.7126,0.9141,0.9194,0.12,0.8874,0.0075,-0.3931,-0.3919
413492450,0.7190981432360743,0.7190981432360743,0.1116,0.1329,0.6018,0.9111,0.9256,0.1105,0.1644,0.1268,-0.6074981432360743,-0.5861981432360743
413495760,0.7336448598130841,0.7336448598130841,0.142,0.1689,0.6391,0.9112,0.9237,0.1122,0.4125,0.1593,-0.5916448598130841,-0.5647448598130842
413558710,0.4,0.4,0.0069,0.0081,0.7191,0.9121,0.921,0.1147,0.9424,0.0075,-0.3931,-0.3919
413692370,0.4,0.4,0.0206,0.0242,0.7201,0.9123,0.9217,0.1151,0.947,0.0225,-0.3794,-0.3758
413702160,0.0,0.0,0.0,0.0,0.7253,0.9143,0.936,0.0897,1.0,0.0,0.0,0.0
414246000,0.794343891402715,0.794343891402715,0.1554,0.1859,0.7257,0.9124,0.9288,0.0999,1.0,0.1693,-0.638943891402715,-0.608443891402715
414816000,0.4,0.4,0.0138,0.0162,0.7279,0.9161,0.9194,0.1102,1.0,0.015,-0.38620000000000004,-0.38380000000000003
416035000,0.6394793926247289,0.6394793926247289,0.0814,0.0966,0.7345,0.9232,0.9164,0.1276,1.0,0.0884,-0.5580793926247288,-0.5428793926247288
416037000,0.7740181268882176,0.7740181268882176,0.2293,0.2758,0.7305,0.9174,0.9193,0.1187,1.0,0.2495,-0.5447181268882175,-0.4982181268882176
416038000,0.7956175298804781,0.7956175298804781,0.1417,0.1685,0.6374,0.9108,0.9267,0.107,0.4063,0.159,-0.653917529880478,-0.6271175298804781
416426000,0.7143686502177069,0.7143686502177069,0.3236,0.3908,0.6417,0.9116,0.9209,0.1151,0.4271,0.3626,-0.3907686502177069,-0.3235686502177069
416427000,0.6314655172413793,0.6314655172413793,0.1411,0.1679,0.6573,0.9124,0.919,0.1156,0.5306,0.1573,-0.49036551724137933,-0.46356551724137934
416428000,0.6006535947712418,0.6006535947712418,0.1296,0.1541,0.706,0.9137,0.9165,0.1168,0.8534,0.1421,-0.4710535947712418,-0.4465535947712418
416429000,0.7553956834532374,0.7553956834532374,0.2809,0.3382,0.6752,0.9156,0.9161,0.1232,0.6326,0.3112,-0.4744956834532374,-0.4171956834532374
416487000,0.4,0.4,0.0136,0.016,0.6928,0.911,0.9242,0.1126,0.7696,0.015,-0.3864,-0.384
419002072,0.5628361858190709,0.5628361858190709,0.0641,0.0758,0.6796,0.9155,0.9218,0.1213,0.6583,0.0709,-0.4987361858190709,-0.48703618581907093
422031400,0.4,0.4,0.0069,0.0081,0.7147,0.912,0.9219,0.1135,0.9143,0.0075,-0.3931,-0.3919
422039200,0.4,0.4,0.0069,0.0081,0.7302,0.9142,0.9187,0.123,1.0,0.0075,-0.3931,-0.3919
440006000,0.4,0.4,0.0137,0.0161,0.7055,0.911,0.9249,0.112,0.8541,0.015,-0.38630000000000003,-0.3839
440014000,0.7218249075215784,0.7218249075215784,0.1711,0.204,0.5958,0.9107,0.9197,0.1059,0.1404,0.1947,-0.5507249075215783,-0.5178249075215784
440044000,0.9314634146341464,0.9314634146341464,0.6384,0.7937,0.7231,0.9114,0.9342,0.0867,1.0,0.6963,-0.2930634146341464,-0.13776341463414643
440061000,0.4,0.4,0.0138,0.0162,0.7274,0.9144,0.9182,0.1118,1.0,0.015,-0.38620000000000004,-0.38380000000000003
440147000,0.8036211699164345,0.8036211699164345,0.1923,0.2298,0.633,0.912,0.9182,0.1103,0.3801,0.2161,-0.6113211699164345,-0.5738211699164345
440185000,0.4,0.4,0.0137,0.0161,0.705,0.9121,0.9244,0.114,0.8449,0.015,-0.38630000000000003,-0.3839
440313000,0.732421340629275,0.732421340629275,0.161,0.1922,0.714,0.9159,0.9161,0.1298,0.8796,0.1761,-0.571421340629275,-0.540221340629275
440716000,0.7504112808460635,0.7504112808460635,0.1842,0.2209,0.7346,0.9243,0.9156,0.1272,1.0,0.2001,-0.5662112808460634,-0.5295112808460635
441421000,0.6306748466257669,0.6306748466257669,0.1436,0.1712,0.728,0.9209,0.912,0.1091,1.0,0.1564,-0.4870748466257669,-0.4594748466257669
466543000,0.4,0.4,0.0138,0.0162,0.7278,0.9154,0.9172,0.1126,1.0,0.015,-0.38620000000000004,-0.38380000000000003
477020200,0.7326829268292683,0.7326829268292683,0.1484,0.1767,0.6873,0.9154,0.9176,0.1162,0.7236,0.1638,-0.5842829268292683,-0.5559829268292683
477056800,0.4,0.4,0.0207,0.0244,0.7288,0.915,0.9181,0.1168,1.0,0.0225,-0.3793,-0.37560000000000004
477062000,0.6533980582524272,0.6533980582524272,0.182,0.217,0.6431,0.9105,0.9267,0.1031,0.4521,0.2038,-0.47139805825242725,-0.4363980582524273
477076300,0.0,0.0,0.0,0.0,0.7252,0.9119,0.9406,0.0894,1.0,0.0,0.0,0.0
477085200,0.4,0.4,0.0069,0.0081,0.7305,0.9158,0.9176,0.1225,1.0,0.0075,-0.3931,-0.3919
477116200,0.5833097595473833,0.5833097595473833,0.0797,0.0944,0.6599,0.9134,0.9177,0.1097,0.5569,0.0888,-0.5036097595473833,-0.4889097595473833
477134700,0.7758564437194126,0.7758564437194126,0.1044,0.1241,0.5879,0.9102,0.9212,0.0975,0.1014,0.1191,-0.6714564437194126,-0.6517564437194127
477137300,0.8446536650975118,0.8446536650975118,0.4012,0.4876,0.5899,0.9105,0.9234,0.1013,0.1046,0.4575,-0.44345366509751183,-0.35705366509751185
477154500,0.4,0.4,0.0207,0.0244,0.729,0.9138,0.9218,0.1163,1.0,0.0225,-0.3793,-0.37560000000000004
477167800,0.8134020618556701,0.8134020618556701,0.1185,0.1411,0.5921,0.9121,0.9144,0.1027,0.1248,0.135,-0.69490206185567,-0.6723020618556701
477174300,0.6881889763779527,0.6881889763779527,0.0904,0.1073,0.6288,0.9101,0.922,0.1041,0.3619,0.1017,-0.5977889763779527,-0.5808889763779528
477180500,0.5791666666666667,0.5791666666666667,0.0769,0.091,0.6147,0.9111,0.9218,0.1126,0.2516,0.087,-0.5022666666666668,-0.48816666666666675
477208400,0.4,0.4,0.0137,0.0161,0.7018,0.9117,0.9222,0.1128,0.8298,0.015,-0.38630000000000003,-0.3839
477369900,0.4,0.4,0.0069,0.0081,0.7284,0.9122,0.9231,0.1154,1.0,0.0075,-0.3931,-0.3919
477387600,0.425984251968504,0.425984251968504,0.0242,0.0285,0.7247,0.9142,0.9183,0.1131,0.9804,0.0264,-0.401784251968504,-0.39748425196850395
477406000,0.8780619111709287,0.8780619111709287,0.5857,0.7277,0.5929,0.9108,0.9196,0.1114,0.1118,0.6672,-0.2923619111709287,-0.15036191117092867
477468200,0.4,0.4,0.0138,0.0162,0.7278,0.9124,0.9264,0.1102,1.0,0.015,-0.38620000000000004,-0.38380000000000003
477521300,0.4,0.4,0.0138,0.0162,0.7282,0.9166,0.9161,0.1133,1.0,0.015,-0.38620000000000004,-0.38380000000000003
477632900,0.4,0.4,0.0069,0.0081,0.7297,0.9119,0.9282,0.1172,1.0,0.0075,-0.3931,-0.3919
477641900,0.4041666666666667,0.4041666666666667,0.0141,0.0166,0.6973,0.9119,0.9212,0.1122,0.8017,0.0155,-0.3900666666666667,-0.38756666666666667
477685600,0.4958904109589041,0.4958904109589041,0.0167,0.0196,0.7138,0.9113,0.9223,0.101,0.9306,0.0183,-0.47919041095890413,-0.4762904109589041
477716100,0.6107420494699647,0.6107420494699647,0.292,0.3544,0.6516,0.9141,0.9173,0.126,0.4736,0.3261,-0.3187420494699647,-0.2563420494699647
477745800,0.7876623376623377,0.7876623376623377,0.0609,0.0721,0.7259,0.9221,0.9064,0.103,1.0,0.0663,-0.7267623376623378,-0.7155623376623377
477798100,0.4,0.4,0.0,0.0,0.724,0.9124,0.927,0.0947,1.0,0.0,-0.4,-0.4
477798200,0.4,0.4,0.0069,0.0081,0.7247,0.9155,0.9167,0.1232,0.9627,0.0075,-0.3931,-0.3919
477809800,0.4,0.4,0.0069,0.0081,0.7199,0.9117,0.9254,0.1168,0.9398,0.0075,-0.3931,-0.3919
477842600,0.4,0.4,0.0137,0.0161,0.7197,0.9124,0.926,0.1149,0.9385,0.015,-0.38630000000000003,-0.3839
477850700,0.4,0.4,0.0138,0.0162,0.7284,0.9125,0.9264,0.1124,1.0,0.015,-0.38620000000000004,-0.38380000000000003
477855900,0.7108303249097474,0.7108303249097474,0.0898,0.1065,0.5995,0.911,0.9241,0.104,0.162,0.1021,-0.6210303249097474,-0.6043303249097474
477856100,0.8303358613217768,0.8303358613217768,0.2629,0.3158,0.6662,0.9143,0.9178,0.1116,0.5937,0.2921,-0.5674358613217768,-0.5145358613217768
477871900,0.4,0.4,0.0138,0.0162,0.7281,0.9159,0.9179,0.1125,1.0,0.015,-0.38620000000000004,-0.38380000000000003
477883500,0.8196470588235294,0.8196470588235294,0.2637,0.3199,0.7255,0.9104,0.9366,0.0959,1.0,0.2874,-0.5559470588235293,-0.4997470588235294
477885100,0.6617021276595745,0.6617021276595745,0.0954,0.1134,0.6058,0.9122,0.9225,0.1177,0.1797,0.1082,-0.5663021276595744,-0.5483021276595745
477885900,0.4,0.4,0.0138,0.0162,0.7288,0.9161,0.9169,0.116,1.0,0.015,-0.38620000000000004,-0.38380000000000003
477887200,0.4,0.4,0.0138,0.0162,0.7247,0.912,0.9253,0.1124,0.9784,0.015,-0.38620000000000004,-0.38380000000000003
477890900,0.4,0.4,0.0069,0.0081,0.7244,0.9123,0.9212,0.1167,0.9738,0.0075,-0.3931,-0.3919
477906300,0.4,0.4,0.0138,0.0162,0.7259,0.915,0.916,0.1127,0.9902,0.015,-0.38620000000000004,-0.38380000000000003
477909300,0.4,0.4,0.0138,0.0162,0.7269,0.9119,0.9264,0.1113,0.9935,0.015,-0.38620000000000004,-0.38380000000000003
477914400,0.4,0.4,0.0069,0.0081,0.7291,0.9136,0.9213,0.1176,1.0,0.0075,-0.3931,-0.3919
477967300,0.4,0.4,0.0138,0.0163,0.7248,0.9139,0.9181,0.1215,0.9686,0.015,-0.38620000000000004,-0.38370000000000004
477987100,0.6494382022471911,0.6494382022471911,0.1136,0.135,0.6103,0.9135,0.9183,0.1106,0.2239,0.1286,-0.535838202247191,-0.5144382022471911
525005397,0.4,0.48,0.0,0.0,0.7247,0.9211,0.9155,0.1817,0.8514,0.0,-0.4,-0.48
525006403,0.4,0.48,0.0,0.0,0.7348,0.9218,0.9147,0.1954,0.8953,0.0,-0.4,-0.48
525007115,0.4,0.48,0.0225,0.0267,0.7304,0.9214,0.9149,0.2041,0.8521,0.0245,-0.3775,-0.4533
525009349,0.7218225419664268,0.7218225419664268,0.2001,0.2405,0.7251,0.9138,0.9205,0.1018,1.0,0.2181,-0.5217225419664269,-0.4813225419664268
525010156,0.4,0.48,0.0,0.0,0.7412,0.9214,0.9161,0.2163,0.9025,0.0,-0.4,-0.48
525010285,0.8151589242053789,0.8151589242053789,0.2238,0.2702,0.5974,0.9159,0.9161,0.1012,0.15,0.2546,-0.5913589242053789,-0.544958924205379
525013013,0.4,0.48,0.0133,0.0158,0.7466,0.9233,0.9159,0.2124,0.9398,0.0144,-0.38670000000000004,-0.4642
525013014,0.4,0.48,0.0,0.0,0.6868,0.9199,0.9164,0.1902,0.5868,0.0,-0.4,-0.48
525013016,0.4,0.48,0.0,0.0,0.7464,0.9204,0.9165,0.1875,0.9869,0.0,-0.4,-0.48
525013026,0.4,0.48,0.0,0.0,0.7538,0.9225,0.9157,0.2065,1.0,0.0,-0.4,-0.48
525013034,0.4,0.48,0.0,0.0,0.7522,0.9218,0.9155,0.2014,1.0,0.0,-0.4,-0.48
525015104,1.0,1.0,0.0396,0.0469,0.5847,0.9116,0.9192,0.1003,0.0742,0.0452,-0.9604,-0.9531000000000001
525015135,0.4,0.48,0.0,0.0,0.7431,0.9225,0.9161,0.2193,0.9071,0.0,-0.4,-0.48
525015391,0.4,0.48,0.0,0.0,0.7528,0.9218,0.915,0.2045,1.0,0.0,-0.4,-0.48
525015393,0.7601941747572816,0.7601941747572816,0.1104,0.1314,0.5954,0.9126,0.9224,0.1065,0.1284,0.1256,-0.6497941747572815,-0.6287941747572816
525015583,0.4,0.48,0.0,0.0,0.713,0.9195,0.916,0.1919,0.7605,0.0,-0.4,-0.48
525015658,0.7427244582043344,0.7427244582043344,0.3781,0.4613,0.7267,0.9145,0.9138,0.1126,1.0,0.4119,-0.3646244582043344,-0.2814244582043344
525015706,0.4,0.48,0.0,0.0,0.7046,0.92,0.9177,0.1709,0.7354,0.0,-0.4,-0.48
525015973,0.8157303370786517,0.8157303370786517,0.1192,0.142,0.5908,0.9133,0.9184,0.1003,0.1118,0.1359,-0.6965303370786518,-0.6737303370786517
525019019,0.4,0.5599999999999999,0.0,0.0,0.7549,0.927,0.914,0.2053,1.0,0.0,-0.4,-0.5599999999999999
525019100,0.4,0.48,0.0,0.0,0.7344,0.9199,0.9165,0.2093,0.8724,0.0,-0.4,-0.48
525019101,0.4,0.48,0.0,0.0,0.7556,0.921,0.9164,0.2157,1.0,0.0,-0.4,-0.48
525019381,0.8221153846153846,0.8221153846153846,0.1611,0.1927,0.5929,0.9155,0.9165,0.1009,0.121,0.1835,-0.6610153846153846,-0.6294153846153846
525019416,0.4,0.48,0.0,0.0,0.7095,0.9188,0.9167,0.2043,0.7174,0.0,-0.4,-0.48
525019465,0.4,0.48,0.0,0.0,0.7382,0.922,0.9157,0.2083,0.8946,0.0,-0.4,-0.48
525024397,0.4,0.48,0.0057,0.0068,0.7092,0.921,0.9147,0.1818,0.7493,0.0062,-0.39430000000000004,-0.4732
525025100,0.7169960474308301,0.7169960474308301,0.1471,0.1762,0.7327,0.9142,0.9272,0.1265,1.0,0.1599,-0.5698960474308301,-0.5407960474308301
525025101,0.7197405004633921,0.7197405004633921,0.3209,0.3898,0.7297,0.9141,0.9251,0.1163,1.0,0.3492,-0.3988405004633921,-0.32994050046339213
525100196,0.4,0.48,0.0,0.0,0.7517,0.9227,0.9151,0.1983,1.0,0.0,-0.4,-0.48
525100468,0.9641965678627143,0.9641965678627143,0.6324,0.7861,0.7238,0.9109,0.9414,0.0848,1.0,0.6896,-0.3317965678627144,-0.17809656786271433
525100552,0.6967741935483871,0.6967741935483871,0.1483,0.1768,0.6385,0.9147,0.9162,0.1249,0.3875,0.1663,-0.5484741935483871,-0.519974193548387
525109003,0.9383328837334772,0.9383328837334772,0.7551,0.9411,0.5944,0.9101,0.9204,0.1127,0.1206,0.8597,-0.18323288373347724,0.0027671162665228177
525109021,0.6601769911504425,0.6601769911504425,0.1454,0.1728,0.6623,0.9102,0.9222,0.1031,0.5868,0.1618,-0.5147769911504425,-0.4873769911504425
525109023,0.0323076923076923,0.0387692307692307,0.0077,0.0091,0.6668,0.9164,0.9205,0.1551,0.516,0.0085,-0.024607692307692303,-0.0296692307692307
525113005,0.4,0.48,0.0,0.0,0.719,0.921,0.9172,0.2038,0.7749,0.0,-0.4,-0.48
525113012,0.8672176308539945,0.8672176308539945,0.1878,0.2254,0.5857,0.9116,0.9212,0.0994,0.0798,0.2145,-0.6794176308539945,-0.6418176308539945
525113028,0.4,0.48,0.0,0.0,0.7456,0.9209,0.9168,0.2204,0.9254,0.0,-0.4,-0.48
525113031,0.4,0.48,0.0,0.0,0.7553,0.9231,0.9154,0.2119,1.0,0.0,-0.4,-0.48
525113034,0.4,0.48,0.0,0.0,0.742,0.9221,0.9147,0.2009,0.9332,0.0,-0.4,-0.48
525113038,0.7476861167002012,0.7476861167002012,0.1147,0.1365,0.6455,0.9178,0.9172,0.1018,0.4632,0.1284,-0.6329861167002012,-0.6111861167002013
525119189,0.4,0.48,0.0,0.0,0.7561,0.9216,0.9158,0.2171,1.0,0.0,-0.4,-0.48
525119190,0.4,0.48,0.0,0.0,0.7134,0.9181,0.9181,0.1962,0.7565,0.0,-0.4,-0.48
525119192,0.8258345428156749,0.8258345428156749,0.1387,0.1672,0.5957,0.9147,0.9153,0.1147,0.1207,0.1579,-0.687134542815675,-0.6586345428156749
525119238,0.4,0.4,0.0069,0.0081,0.7285,0.9141,0.9211,0.1365,0.9634,0.0075,-0.3931,-0.3919
525121062,0.4,0.48,0.0,0.0,0.7333,0.9229,0.9127,0.2095,0.8613,0.0,-0.4,-0.48
525125031,0.7278810408921933,0.7278810408921933,0.1798,0.2156,0.618,0.9151,0.9149,0.115,0.2683,0.2031,-0.5480810408921933,-0.5122810408921933
525125033,0.6988593155893537,0.6988593155893537,0.1358,0.162,0.6044,0.9144,0.9164,0.1236,0.1631,0.1541,-0.5630593155893536,-0.5368593155893536
525125034,0.7057831325301205,0.7057831325301205,0.1181,0.1409,0.6092,0.9131,0.9217,0.1203,0.1967,0.1338,-0.5876831325301205,-0.5648831325301205
525200098,0.0,0.0,0.0,0.0,0.6512,0.9195,0.913,0.2264,0.295,0.0,0.0,0.0
525301845,0.4,0.48,0.0,0.0,0.739,0.9179,0.9195,0.2319,0.8665,0.0,-0.4,-0.48
533000346,0.560337552742616,0.560337552742616,0.0527,0.0623,0.7245,0.9179,0.9171,0.0958,1.0,0.0575,-0.507637552742616,-0.49803755274261596
533000522,0.6140672782874618,0.6140672782874618,0.1346,0.1602,0.6438,0.9125,0.9205,0.1166,0.4368,0.1507,-0.4794672782874618,-0.45386727828746176
533052300,1.0,1.2,0.3215,0.4008,0.7289,0.9321,0.9037,0.1014,1.0,0.35,-0.6785,-0.7991999999999999
533130813,0.4,0.4,0.0135,0.0159,0.6649,0.9121,0.9246,0.1122,0.5806,0.015,-0.3865,-0.3841
533131021,0.4,0.4,0.0068,0.008,0.7094,0.9117,0.924,0.1189,0.8678,0.0075,-0.39320000000000005,-0.392
533131059,0.4,0.4,0.0206,0.0242,0.7137,0.9118,0.9229,0.1169,0.9012,0.0225,-0.3794,-0.3758
533132056,0.4,0.4,0.0137,0.0161,0.7178,0.9128,0.9205,0.1264,0.913,0.015,-0.38630000000000003,-0.3839
533132066,0.900740318906606,0.900740318906606,0.917,1.1422,0.7235,0.9125,0.9118,0.1046,1.0,1.0,0.01625968109339404,0.2414596810933941
533132075,1.0,1.0,0.5616,0.6921,0.637,0.9111,0.9184,0.1126,0.4049,0.6302,-0.4384,-0.30789999999999995
533132085,0.4,0.4,0.0207,0.0244,0.7291,0.9142,0.9215,0.1166,1.0,0.0225,-0.3793,-0.37560000000000004
533132161,0.6325624421831637,0.6325624421831637,0.1886,0.2253,0.6807,0.9143,0.9178,0.1161,0.6826,0.2086,-0.4439624421831637,-0.4072624421831637
533132436,0.6713333333333333,0.6713333333333333,0.1492,0.1779,0.7243,0.9105,0.9107,0.1118,1.0,0.1626,-0.5221333333333333,-0.49343333333333333
533132646,0.4,0.4,0.0206,0.0242,0.7228,0.9139,0.9194,0.1161,0.962,0.0225,-0.3794,-0.3758
533132786,0.4,0.4,0.0205,0.0241,0.7082,0.9119,0.9233,0.1197,0.8593,0.0225,-0.3795,-0.3759
533132826,0.4,0.4,0.0275,0.0324,0.7275,0.9143,0.9196,0.1164,0.9915,0.03,-0.3725,-0.36760000000000004
533132827,0.6099202834366697,0.6099202834366697,0.1479,0.1763,0.7139,0.9166,0.9154,0.1128,0.9064,0.1618,-0.4620202834366697,-0.4336202834366697
533132941,0.6834701055099648,0.6834701055099648,0.1406,0.1678,0.7311,0.9216,0.9164,0.1231,0.9895,0.1529,-0.5428701055099647,-0.5156701055099648
533133067,0.6299674267100978,0.6299674267100978,0.1382,0.1644,0.6179,0.9107,0.9226,0.1151,0.2688,0.1561,-0.49176742671009777,-0.46556742671009776
533133238,0.726241134751773,0.726241134751773,0.254,0.3065,0.6317,0.915,0.9203,0.1291,0.3289,0.2856,-0.472241134751773,-0.419741134751773
533133374,0.6307308970099668,0.6307308970099668,0.1646,0.1964,0.6959,0.9116,0.9202,0.1122,0.7945,0.1811,-0.4661308970099668,-0.43433089700996674
533133558,0.4,0.4,0.0413,0.0486,0.7232,0.9137,0.9207,0.1168,0.9627,0.045,-0.3587,-0.35140000000000005
533170079,0.6190975865687304,0.6190975865687304,0.1436,0.171,0.7084,0.9147,0.9174,0.1234,0.8547,0.1574,-0.47549758656873037,-0.44809758656873033
533170482,0.563895486935867,0.563895486935867,0.0966,0.1146,0.7269,0.9161,0.9169,0.1085,1.0,0.1052,-0.467295486935867,-0.449295486935867
533170531,0.8181052631578948,0.8181052631578948,0.3291,0.4043,0.7238,0.9104,0.9358,0.0899,1.0,0.3589,-0.4890052631578948,-0.4138052631578948
533170536,0.6018099547511313,0.6018099547511313,0.0987,0.1172,0.7288,0.9198,0.9098,0.1155,1.0,0.1075,-0.5031099547511313,-0.48460995475113133
533170635,0.5645408163265306,0.5645408163265306,0.0963,0.1142,0.6585,0.9132,0.9187,0.1163,0.5361,0.1073,-0.46824081632653064,-0.45034081632653067
533170679,0.7612476370510397,0.7612476370510397,0.2275,0.2729,0.6883,0.9107,0.9185,0.107,0.7572,0.251,-0.5337476370510397,-0.48834763705103973
533170768,0.4,0.4,0.0206,0.0242,0.7177,0.9139,0.9212,0.1154,0.9267,0.0225,-0.3794,-0.3758
533170821,0.5922268907563025,0.5922268907563025,0.1146,0.1363,0.7271,0.9179,0.9142,0.1128,0.9928,0.1248,-0.47762689075630255,-0.45592689075630255
533170822,0.6714634146341464,0.6714634146341464,0.1195,0.1422,0.7264,0.9125,0.9175,0.1116,1.0,0.1302,-0.5519634146341463,-0.5292634146341464
533170829,0.4,0.4,0.0206,0.0242,0.7155,0.9128,0.9215,0.1146,0.9162,0.0225,-0.3794,-0.3758
533180127,0.6966019417475728,0.6966019417475728,0.2749,0.3319,0.7155,0.9189,0.9176,0.1253,0.8874,0.3006,-0.42170194174757286,-0.36470194174757287
533180218,0.803486646884273,0.9641839762611276,0.5973,0.7447,0.7283,0.9256,0.9077,0.1061,1.0,0.6503,-0.2061866468842729,-0.2194839762611276
533283000,0.4,0.4,0.0273,0.0321,0.7037,0.9129,0.9206,0.1195,0.8305,0.03,-0.37270000000000003,-0.3679
533970000,0.4,0.4,0.0344,0.0405,0.7214,0.9145,0.92,0.1154,0.9516,0.0375,-0.36560000000000004,-0.35950000000000004
538002485,0.6238655462184874,0.6238655462184874,0.085,0.1006,0.6317,0.9105,0.9235,0.1092,0.3702,0.0956,-0.5388655462184875,-0.5232655462184874
538002666,0.6019892884468248,0.6019892884468248,0.1418,0.1689,0.6984,0.9149,0.9185,0.1073,0.8128,0.1559,-0.4601892884468247,-0.43308928844682476
538003120,0.650965250965251,0.650965250965251,0.1283,0.1523,0.6418,0.9103,0.9256,0.1021,0.4472,0.1438,-0.5226652509652511,-0.49866525096525105
538003181,0.6990825688073394,0.6990825688073394,0.1246,0.148,0.6676,0.9113,0.9253,0.1095,0.6042,0.1384,-0.5744825688073394,-0.5510825688073394
538004416,0.4,0.4,0.0136,0.016,0.6914,0.9115,0.9216,0.1119,0.7631,0.015,-0.3864,-0.384
538004893,0.7739769150052467,0.928772298006296,0.2165,0.2604,0.7215,0.9263,0.9165,0.1244,0.9103,0.2362,-0.5574769150052467,-0.668372298006296
538007157,0.6798706548100243,0.6798706548100243,0.1799,0.2147,0.6649,0.9117,0.9221,0.1128,0.584,0.2,-0.4999706548100243,-0.4651706548100243
538007386,0.7656565656565657,0.7656565656565657,0.2173,0.2604,0.6581,0.9157,0.9167,0.1225,0.5188,0.2421,-0.5483565656565657,-0.5052565656565657
538008152,0.7831168831168831,0.7831168831168831,0.2361,0.2831,0.596,0.9111,0.9189,0.1071,0.1401,0.2687,-0.5470168831168831,-0.5000168831168831
538008691,0.7631490787269681,0.7631490787269681,0.4236,0.5151,0.6523,0.9119,0.9187,0.1088,0.5104,0.4729,-0.33954907872696816,-0.24804907872696813
538008755,0.8403341288782816,0.8403341288782816,0.3985,0.4896,0.7275,0.9141,0.924,0.1083,1.0,0.4339,-0.4418341288782816,-0.35073412887828165
